,kepid,ra_kic,dec_kic,source_id,random_index,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,astrometric_params_solved,pseudocolour,pseudocolour_error,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,phot_variable_flag,l,b,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,ag_gspphot,ebpminrp_gspphot,angdist,kepler_gaia_ang_dist,pm_corrected,tm_designation,kepmag,teff,teff_err1,teff_err2,teff_prov,logg,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,prov_sec,nconfp,nkoi,ntce,jmag,hmag,kmag,planet?,kepler_gaia_mag_diff,KIC,Teff,log(g),Mass,PRot,e_PRot,Rper,LPH,w,DC,Flag,heritage,f3_std
357,6268872,285.60434,41.637253,2103879117087388032,395540234,285.6046127917198,41.63734835813126,12.059269166043935,0.010814065,1115.1467,59.77109355102475,0.011408627,26.16862143629413,0.012634802,31,,,0,0,0.9921201,4612.5596,13.530424,1035.76,14.540887,2309.167,12.534759,1.3390665,2.0061283,8.93273,1.2680997,22,17.869339,,,NOT_AVAILABLE,72.07678822745105,15.73007674635032,False,False,0,True,True,True,False,False,True,True,False,3870.424,4.773,-0.3626,83.0998,0.4128,0.2306,0.8102660392034089,0.23482585051751872,True,2MASS J19022500+4138140,13.61,3627,102,-127,PHO54,4.882,0.114,-0.076,PHO54,-0.38,0.3,-0.3,PHO54,0.371,0.077,-0.094,0.383,0.076,-0.105,DSEP,0,0,1,11.262,10.666,10.465,none,-0.07957588195800724,,,,,,,,,,,,,
358,6271033,286.67365,41.655998,2103928973068097920,1524982939,286.673719054535,41.65599012789568,7.53554049929093,0.019570699,385.04196,15.658274954754438,0.023740115,-6.0992518397047295,0.0255771,31,,,0,0,1.0104631,2175.361,15.00111,319.89493,16.227362,1013.8278,13.899984,1.3949506,2.3273773,-33.0977,4.7894545,13,4.3350677,,,NOT_AVAILABLE,72.41644409136305,15.001165261263438,False,False,0,True,False,False,False,False,True,True,False,3642.0632,4.7607,-0.0386,132.2898,0.4383,0.2632,0.18788802657951362,0.09483356589111443,True,2MASS J19064167+4139215,15.0,3499,45,-45,PHO2,4.862,0.035,-0.028,PHO2,0.0,0.1,-0.1,PHO2,0.386,0.032,-0.035,0.396,0.037,-0.037,DSEP,0,0,0,12.46,11.852,11.632,none,0.001110076904296875,6271033.0,3503.0,4.85,0.3554,33.176,0.45,6572.69,0.911,0.5635,1.0,---,1.0,0.006529142511032893
359,6272526,287.33099,41.66861,2102411062905734144,1287629888,287.33110328436493,41.66860654207183,2.863151985060181,0.11058932,25.88995,12.20406858951587,0.1428919,-20.09733853952801,0.11852644,95,1.2961458,0.027143575,18,0,1.8932294,879.0143,16.756672,105.95656,17.408327,182.64796,15.182928,2.191463,2.225399,,,16959,,,,NOT_AVAILABLE,72.62981749923954,14.555309795485813,False,False,0,True,False,False,False,False,False,True,False,,,,,,,0.3048995837271853,0.32789054538011364,True,2MASS J19091944+4140069,16.284,3440,41,-47,PHO2,4.968,0.036,-0.049,PHO2,-0.1,0.1,-0.1,PHO2,0.308,0.036,-0.036,0.321,0.039,-0.047,DSEP,0,0,0,13.78,13.141,12.938,none,0.4726719055175792,,,,,,,,,,,,,0.004290132541655627
360,6290811,293.64148,41.623211,2077605840068352768,660162825,293.6414382736818,41.62313282201705,2.6809005166725473,0.03486034,76.90403,-2.773402143592885,0.04044665,-17.668499525944476,0.046114195,31,,,0,0,1.5634339,1670.496,15.389158,342.30652,16.516058,1042.2626,14.32413,1.3794627,2.191928,-26.663519,5.63703,19,4.2147403,,,VARIABLE,74.66033991962661,10.27771837542462,False,False,0,True,False,False,True,False,True,True,False,3798.276,4.2551,-0.0095,368.0849,0.4837,0.2812,0.30301472526614526,0.06792709881572408,True,2MASS J19343395+4137235,15.411,3546,78,-93,PHO2,4.867,0.06,-0.049,PHO2,-0.1,0.1,-0.1,PHO2,0.386,0.047,-0.057,0.402,0.048,-0.072,DSEP,0,0,1,12.954,12.268,12.073,none,-0.0218417510986324,6290811.0,3547.0,4.87,0.371,2.828,0.003,22129.6,1.594,0.7496,1.0,---,1.0,0.009023257256877753
361,6306891,297.58594,41.609268,2076892428823510784,360446069,297.5861093545855,41.609409641023916,6.4623702311117315,0.024844492,260.1128,29.021046335823268,0.02900638,32.45259948754892,0.028698258,31,,,0,0,0.9629805,2391.1934,15.443054,291.9221,16.612524,1136.1908,14.372045,1.3757873,2.2404795,-44.866024,6.0840917,17,4.095216,,,NOT_AVAILABLE,76.07300241302272,7.67982278028978,False,False,0,True,False,False,False,False,True,True,False,3631.3164,4.6682,-0.6769,155.1911,0.4431,0.2589,0.6839620675642158,0.012612729508350694,True,2MASS J19502062+4136333,15.544,3442,41,-41,PHO2,4.97,0.04,-0.044,PHO2,-0.2,0.1,-0.1,PHO2,0.292,0.037,-0.03,0.291,0.041,-0.037,DSEP,0,0,0,12.939,12.362,12.177,none,-0.10094580078125048,6306891.0,3443.0,4.99,0.3344,48.732,0.289,8194.45,0.937,0.4942,1.0,---,1.0,0.009104206286493404
362,6310092,298.36212,41.645821,2075391698537166592,1561511831,298.3623743358957,41.646099746415146,4.6583922119176115,0.026085287,178.58313,38.63784319099044,0.028536892,55.460382073651886,0.029852,31,,,1,0,0.92323333,2404.9858,15.604805,301.65518,16.686335,988.73834,14.571365,1.3582326,2.1149693,,,16959,,,,NOT_AVAILABLE,76.39717523931331,7.195368927201625,False,False,0,True,False,False,False,False,False,True,False,4709.658,4.7167,-2.4962,212.4854,1.6957,0.9383,1.214545209263349,0.13356538371099283,True,2MASS J19532690+4138449,15.651,3585,57,-57,PHO2,4.868,0.042,-0.035,PHO2,-0.2,0.1,-0.1,PHO2,0.388,0.032,-0.039,0.406,0.035,-0.046,DSEP,0,0,0,13.235,12.609,12.383,none,-0.04619500732421855,6310092.0,3584.0,4.88,0.3844,34.735,0.429,5125.85,0.654,0.456,1.0,---,1.0,0.005429553862040002
363,6310107,298.3642,41.667721,2075391801616402304,1298961522,298.3641958163073,41.66783727804529,7.44581080046356,0.02019716,368.6563,-0.07085526242467388,0.022638507,21.993360151163362,0.023619538,31,,,0,0,1.1084379,2414.4883,14.907473,348.91678,16.027567,1283.0222,13.855179,1.367988,2.172388,-8.596163,5.0936923,16,6.212126,,,VARIABLE,76.41680461873536,7.205121508711259,False,False,0,True,True,False,True,False,False,True,False,,,,,,,0.4187521350126088,0.0674704338654329,True,2MASS J19532740+4140038,14.962,3521,42,-42,PHO2,4.906,0.035,-0.031,PHO2,-0.2,0.1,-0.1,PHO2,0.349,0.03,-0.033,0.359,0.038,-0.038,DSEP,0,0,0,12.504,11.893,11.692,none,-0.05452738952636693,6310107.0,3521.0,4.91,0.3618,42.692,0.328,10257.04,1.172,0.5836,1.0,---,1.0,0.0050054259480383076
364,6345048,284.21732,41.761978,2104115443367040512,197858540,284.2174153828896,41.762019473845626,5.5344266731182445,0.058569934,94.49262,26.356593994559383,0.07363784,25.607508289922944,0.07486564,95,1.3239349,0.015675649,51,0,2.1422913,969.5293,14.655971,123.14504,15.111147,159.06932,13.080315,2.273562,2.0308323,-55.66259,5.3268266,6,3.4002342,,,NOT_AVAILABLE,71.79074789686855,16.736482334152093,False,False,0,True,True,False,False,False,False,True,False,,,,,,,0.29647240728830665,0.30859102405223043,True,2MASS J18565215+4145431,14.063,3629,82,-91,PHO2,4.869,0.066,-0.054,PHO2,-0.3,0.2,-0.2,PHO2,0.387,0.053,-0.058,0.405,0.052,-0.07,DSEP,0,0,0,11.787,11.149,10.93,none,0.5929705734252924,6345048.0,3643.0,4.86,0.4059,22.541,0.179,4556.15,1.17,0.6708,1.0,---,1.0,
365,6345362,284.37256,41.735882,2104103967214459136,573278574,284.3724895835815,41.73586460783849,2.3986772726684835,0.049948525,48.022984,-10.58823698665435,0.054355375,-4.6936585151520305,0.06995794,31,,,0,0,1.0401115,1323.8052,16.995255,72.61712,18.185076,309.519,15.923396,1.372083,2.2616796,,,16959,,,,NOT_AVAILABLE,71.81015285767957,16.619332278554722,False,False,0,True,False,False,False,False,True,True,False,3602.424,4.5355,-0.5551,408.7595,0.347,0.2062,0.1992591192619072,0.02337015739167346,True,2MASS J18572941+4144091,16.965,3608,79,-79,PHO2,4.793,0.052,-0.036,PHO2,0.02,0.2,-0.15,PHO2,0.452,0.04,-0.048,0.463,0.048,-0.043,DSEP,0,0,0,14.542,13.9,13.6,none,0.030254516601562642,,,,,,,,,,,,,
366,6352355,287.71213,41.745461,2102390996818664320,792728499,287.7120520628514,41.74555620449753,3.8169966160548,0.023419274,162.98528,-10.094041116852736,0.025023594,17.70648020302997,0.029594729,31,,,0,0,0.99045527,2536.6853,15.604256,332.3978,16.59555,896.80804,14.616171,1.3368326,1.9793797,,,16959,,,,NOT_AVAILABLE,72.82043095296228,14.325679094930384,False,False,0,True,False,False,False,False,True,True,False,4015.3335,4.6683,-0.0842,275.3583,0.4542,0.2517,0.4016102694816649,0.0762910678094691,True,2MASS J19105091+4144436,15.657,3688,58,-66,PHO2,4.841,0.04,-0.036,PHO2,-0.3,0.1,-0.1,PHO2,0.416,0.033,-0.04,0.438,0.028,-0.042,DSEP,0,0,0,13.387,12.733,12.535,none,-0.05274432373046878,6352355.0,3687.0,4.84,0.4223,28.809,0.142,6698.25,1.252,0.6488,1.0,---,1.0,0.003920741268555042
367,6358735,290.03503,41.76461,2101852682799183232,1580273092,290.03522670232303,41.764680085229145,6.301158160948973,0.020481342,307.65356,31.285637069635627,0.022678504,12.251738832962591,0.026600508,31,,,0,0,1.0178665,2948.7534,15.04246,398.1155,16.164152,1330.3477,13.992061,1.3656735,2.1720915,-49.56639,5.2444844,17,5.9226213,,,NOT_AVAILABLE,73.57591531854308,12.755859504021096,False,False,0,True,False,False,False,False,True,True,False,3741.005,4.716,-0.1875,158.368,0.4141,0.2402,0.5853519526189546,0.0626900476530731,True,2MASS J19200840+4145525,15.083,3546,48,-53,PHO2,4.867,0.038,-0.031,PHO2,-0.1,0.1,-0.1,PHO2,0.386,0.032,-0.035,0.402,0.035,-0.042,DSEP,0,0,0,12.654,12.018,11.826,none,-0.040539558410644716,6358735.0,3552.0,4.86,0.3728,33.541,0.289,4164.13,0.772,0.5128,1.0,---,1.0,0.004179589799423143
368,6362190,291.18994,41.764992,2101725483048286592,832486741,291.1899239567668,41.76500815626344,2.456247374730129,0.03924575,62.586327,-3.780071425766,0.044155315,2.703639750196083,0.047111623,31,,,0,0,1.7610017,1424.2715,15.740397,276.9517,16.773832,950.5936,14.715572,1.3617467,2.05826,,,16959,,,,NOT_AVAILABLE,73.95541690645398,11.978450730554759,False,False,0,True,False,False,False,False,True,True,False,3912.5352,4.4326,0.0009,392.7162,0.4851,0.2727,0.072378712635289,0.022912322139143806,True,2MASS J19244558+4145539,15.788,3664,58,-58,PHO2,4.822,0.039,-0.032,PHO2,-0.2,0.1,-0.1,PHO2,0.429,0.03,-0.037,0.446,0.032,-0.035,DSEP,0,0,0,13.435,12.79,12.564,none,-0.04760254669189479,6362190.0,3662.0,4.83,0.413,20.43,0.041,5584.72,1.01,0.5784,1.0,---,1.0,0.0031444182702839484
369,6366377,292.57065,41.734612,2077659235097195392,1509667486,292.5706652737255,41.73470652334512,3.1963880482156775,0.09292199,34.398617,13.086844022979797,0.108367994,48.721201625720006,0.10811087,95,1.2211767,0.021218346,10,0,1.9740123,485.28757,16.314398,38.893265,17.124607,41.911465,14.820678,2.0099578,2.3039293,,,16959,,,,NOT_AVAILABLE,74.3923299670884,11.041037738334591,False,False,0,True,False,False,False,False,False,True,False,,,,,,,0.34274897609089344,0.47041397791297235,True,2MASS J19301695+4144046,15.738,3419,74,-68,PHO2,4.949,0.066,-0.055,PHO2,-0.1,0.1,-0.1,PHO2,0.303,0.051,-0.051,0.299,0.066,-0.06,DSEP,0,0,0,13.24,12.682,12.505,none,0.5763978118896489,6366377.0,3419.0,4.97,0.3261,50.853,1.135,3530.5,0.626,0.35,1.0,---,1.0,0.0052303585325712085
370,6366739,292.70169,41.712631,2077655627328621440,1690821090,292.70163131913324,41.712652522151515,2.8460714579501034,0.035373118,80.4586,-4.8311876909103555,0.039723568,5.177858477993777,0.04220869,31,,,0,0,1.039948,1698.0302,16.314215,144.32564,17.37085,457.88342,15.293216,1.3520229,2.0776339,,,16959,,,,VARIABLE,74.41698175333313,10.943798449659054,False,False,0,True,False,False,True,False,True,True,False,3871.8267,4.6513,-0.0343,350.1511,0.4683,0.2645,0.175702872801275,0.08057704016617463,True,2MASS J19304840+4142454,16.362,3583,57,-71,PHO2,4.913,0.055,-0.055,PHO2,-0.3,0.15,-0.2,PHO2,0.353,0.049,-0.049,0.374,0.049,-0.065,DSEP,0,0,0,13.993,13.31,13.151,none,-0.047785293579099886,,,,,,,,,,,,,0.004550723356930468
371,6372136,294.32104,41.749489,2077509907680471936,975044316,294.32100399432437,41.74942003364285,2.861068228562601,0.046514466,61.509212,-3.385946583644254,0.053488668,-26.021465189500162,0.05045185,31,,,0,0,1.0346732,1667.4691,16.65316,136.5471,17.76096,418.13507,15.606851,1.364834,2.154109,,,16959,,,,NOT_AVAILABLE,75.01216294066403,9.885908279238322,False,False,0,True,False,False,False,False,True,True,False,3817.4285,4.7232,-0.0287,355.3841,0.4981,0.2848,0.2664475214451567,0.17336227945429306,True,2MASS J19371704+4144581,16.656,3587,81,-90,PHO2,4.843,0.06,-0.044,PHO2,-0.1,0.1,-0.1,PHO2,0.409,0.046,-0.056,0.427,0.043,-0.065,DSEP,0,0,0,14.321,13.682,13.476,none,-0.0028399047851550563,,,,,,,,,,,,,0.005511577259349865
372,6380988,296.57516,41.714035,2077048696913247104,1531689423,296.575167421651,41.7139840360367,0.4987296524287945,0.012170222,40.979504,-4.176528456664715,0.014427886,-11.487290088010504,0.015768748,31,,,0,0,0.8703375,4042.6575,11.123183,1115.6603,11.944745,2629.5146,10.241438,1.2885082,1.7033072,-0.8178695,0.22650644,14,72.050674,1.6491097,0.028818121,NOT_AVAILABLE,75.79065363416791,8.389174508361652,False,False,0,True,True,False,False,False,True,True,False,4293.3076,1.8665,0.0515,1596.2869,0.5601,0.2916,0.18455111465141139,0.08676935100758933,True,2MASS J19461805+4142504,11.421,3408,112,-102,PHO54,4.981,0.116,-0.105,PHO54,-0.18,0.3,-0.25,PHO54,0.276,0.092,-0.075,0.266,0.109,-0.089,DSEP,0,0,0,8.998,8.278,8.073,none,-0.2978167495727533,,,,,,,,,,,,,0.003416295999172151
373,6421689,283.13742,41.865952,2104533738821067520,1355327451,283.13748969674253,41.86609779525532,2.6077221150889542,0.034407206,75.79,11.193021700816669,0.03979566,31.054565384837257,0.0429376,31,,,2,0,1.0774041,2072.6272,15.968941,222.10828,17.011395,865.11176,14.955724,1.3479257,2.0556707,,,16959,,,,NOT_AVAILABLE,71.58517734002557,17.523925059333177,False,False,0,True,False,False,False,False,True,True,False,4106.046,4.5335,0.4371,419.206,0.6529,0.366,0.5571312434310675,0.029046969498974583,True,2MASS J18523297+4151574,15.987,3649,65,-80,PHO2,4.854,0.04,-0.049,PHO2,-0.2,0.1,-0.1,PHO2,0.411,0.037,-0.046,0.441,0.031,-0.053,DSEP,0,0,0,13.658,13.003,12.823,none,-0.01805926513671885,6421689.0,3649.0,4.84,0.4082,33.085,1.839,5272.33,0.473,0.3179,1.0,---,1.0,
374,6424516,284.55353,41.816811,2104109774010322944,836405336,284.55345547064013,41.81686745105556,4.082902704341673,0.026943792,151.53409,-13.763561678048514,0.033800926,11.031540885398785,0.03515578,31,,,0,0,1.0632902,2591.6628,15.686878,252.26585,16.800987,772.31134,14.636305,1.3676591,2.1646824,,,16959,,,,NOT_AVAILABLE,71.94099035576657,16.524208503713865,False,False,0,True,False,False,False,False,True,True,False,3766.004,4.647,-0.0184,245.873,0.4106,0.2382,0.2851053659596431,0.03352809335850842,True,2MASS J18581284+4149005,15.718,3535,64,-71,PHO2,4.876,0.049,-0.04,PHO2,-0.1,0.1,-0.1,PHO2,0.378,0.04,-0.048,0.394,0.046,-0.056,DSEP,0,0,0,13.319,12.673,12.433,none,-0.031121795654296847,6424516.0,3539.0,4.88,0.3682,32.128,0.795,8083.11,0.945,0.5778,1.0,---,1.0,
375,6425989,285.30237,41.868549,2104076582502898304,1531993781,285.3023812409892,41.868535333779974,3.9220818219609477,0.025398886,154.41945,4.13157754846438,0.032436684,6.025167311058922,0.02976051,31,,,0,0,1.0096924,1983.8938,15.63112,294.2208,16.694279,691.82513,14.608399,1.3520911,2.0858793,,,16959,,,,VARIABLE,72.2095197471227,16.026700747848725,False,False,0,True,False,False,True,False,True,True,False,3860.605,4.6532,-0.0032,254.0946,0.4583,0.2597,0.057694180712397757,0.14997835935127762,True,2MASS J19011256+4152067,15.671,3633,50,-72,PHO2,4.837,0.035,-0.038,PHO2,-0.1,0.1,-0.1,PHO2,0.427,0.034,-0.038,0.456,0.029,-0.047,DSEP,0,0,0,13.321,12.684,12.463,none,-0.03988027191162047,6425989.0,3634.0,4.83,0.4026,16.362,0.211,13238.25,1.415,0.7482,1.0,---,1.0,
376,6431989,288.01633,41.80843,2102385499256717824,1768050566,288.0163611166771,41.808417650623824,1.6344153050001242,0.06817159,23.975021,10.437709972009877,0.077699244,5.699204624930875,0.08657737,31,,,0,0,1.6508464,1123.4359,16.82506,96.82031,17.728638,237.37782,15.800705,1.3968472,1.9279327,,,16959,,,,NOT_AVAILABLE,72.97437955916902,14.143512894020503,False,False,0,True,False,False,False,False,True,True,False,4248.7676,4.5793,0.5126,655.5892,0.6446,0.3504,0.09459538148561983,0.15928856170392666,True,2MASS J19120391+4148303,16.844,3676,99,999999,PHO2,4.915,0.09,-0.09,PHO2,-0.5,0.3,-0.35,PHO2,0.358,0.076,-0.076,0.386,0.077,-0.094,DSEP,0,0,0,14.605,13.936,13.832,none,-0.01894010925293088,,,,,,,,,,,,,0.0071890147760940385
377,6435936,289.50848,41.812119,2102244967931917184,1350690463,289.50856313041544,41.81202087464202,3.617848817133621,0.03161942,114.41857,10.722415905033747,0.031954568,-18.357215724580584,0.03453988,31,,,0,0,1.1143496,2020.7494,15.831545,250.28029,16.945415,793.0611,14.781559,1.3671185,2.1638565,,,16959,,,,NOT_AVAILABLE,73.44988120680935,13.131832541001401,False,False,0,True,False,False,False,False,False,True,False,,,,,,,0.41778049443306925,0.07871790529227568,True,2MASS J19180203+4148436,15.849,3593,71,-86,SPE70,4.757,0.054,-0.027,SPE60,0.26,0.15,-0.15,SPE70,0.491,0.03,-0.055,0.503,0.036,-0.054,DSEP,1,1,1,13.446,12.778,12.536,conf,-0.017455123901367386,,,,,,,,,,,,,0.006540602417916297
378,6436291,289.62753,41.88419,2102618458287057920,1155029831,289.62814529480664,41.8843869625298,14.63766305371148,0.051674996,283.26395,97.55125431816587,0.061706197,39.77836493075078,0.060129013,31,,,0,0,4.916702,2306.1377,13.585671,495.0255,14.909856,1564.7137,12.4499035,1.4123594,2.4599524,,,16959,,,,NOT_AVAILABLE,73.5557240317604,13.081382637145497,False,False,1,True,True,False,False,False,False,True,False,,,,,,,1.7950789370384952,0.11430468295729108,True,2MASS J19183060+4153031,13.649,3683,117,-147,KIC0,4.688,0.08,-0.02,KIC0,0.56,0.05,-0.3,KIC0,0.563,0.03,-0.083,0.564,0.036,-0.072,DSEP,0,0,0,10.897,10.283,10.033,none,-0.06332857513427648,6436291.0,3515.0,4.04,0.3596,,,,,,0.0,,2.0,0.012238615398881946
379,6442045,291.53357,41.846161,2101718267503440128,1329460085,291.53380965439226,41.84590256464625,6.079531649695086,0.019758958,307.68484,33.898220745709466,0.021998448,-51.85774029232954,0.023696575,31,,,0,0,1.0506582,2578.954,15.214383,321.9758,16.381214,1452.7146,14.140647,1.3792262,2.2405672,8.1398535,4.8174095,25,6.597151,,,VARIABLE,74.14423623847831,11.783231006813047,False,False,0,True,False,False,True,False,True,True,False,3638.9075,4.6072,-0.6061,163.5207,0.4376,0.2564,1.1307734233755042,0.14210878665622367,True,2MASS J19260806+4150461,15.247,3499,69,-76,PHO2,4.89,0.054,-0.04,PHO2,-0.1,0.1,-0.1,PHO2,0.361,0.042,-0.052,0.369,0.05,-0.061,DSEP,0,0,0,12.746,12.141,11.915,none,-0.032616874694824105,6442045.0,3508.0,4.89,0.3571,38.385,0.446,3799.02,0.938,0.536,1.0,---,1.0,0.005546721522775078
380,6447455,293.30359,41.81509,2077624875363290880,1129225869,293.3033611787552,41.81489254345782,3.7552612506388288,0.02196032,171.00212,-31.196564527988272,0.02555477,-44.56335021259503,0.024293166,31,,,0,0,1.1125414,2928.5823,15.124753,444.43488,16.225075,1172.818,14.086874,1.3581042,2.1382008,26.066154,5.15338,16,5.1752977,,,NOT_AVAILABLE,74.71651393091382,10.589805392468156,False,False,0,True,False,False,False,False,False,True,False,,,,,,,0.9392707173266059,0.1148207413450595,True,2MASS J19331285+4148543,15.123,3587,72,-81,PHO2,4.843,0.054,-0.04,PHO2,-0.1,0.1,-0.1,PHO2,0.409,0.042,-0.051,0.427,0.045,-0.059,DSEP,0,0,0,12.748,12.065,11.905,none,0.0017529983520514492,6447455.0,3588.0,4.84,0.3858,35.871,7.344,2497.61,0.683,0.4564,1.0,---,1.0,0.0040236092000764815
381,6451717,294.58823,41.868431,2077532035352505216,687944715,294.5881635777217,41.8682436408461,2.4692961497668855,0.09175036,26.913204,-7.640971149487054,0.09911252,-45.41966018755134,0.10574572,31,,,1,0,2.8081043,799.5579,15.946994,241.55647,16.901545,959.0454,14.927368,1.3776765,1.9741764,,,16959,,,,NOT_AVAILABLE,75.21303391891277,9.765081848794592,False,False,0,True,False,False,False,False,True,True,False,4104.455,4.5284,0.1801,426.7499,0.5273,0.2922,0.6976023299159336,0.07643368110198907,True,2MASS J19382117+4152063,15.938,3635,58,-66,PHO2,4.89,0.045,-0.041,PHO2,-0.4,0.1,-0.1,PHO2,0.368,0.034,-0.042,0.385,0.036,-0.05,DSEP,0,0,0,13.639,12.948,12.754,none,0.008993827819823608,6451717.0,3643.0,4.89,0.4059,,,,,,1.0,,2.0,0.0030290414946208127
382,6452389,294.77884,41.863239,2077485649704606976,558547625,294.7787392245746,41.863168440344204,3.6739791906364263,0.026953682,136.30713,-9.327430161602404,0.030982312,-15.822206496845745,0.03035578,31,,,0,0,0.9840873,2187.3167,15.583653,300.36664,16.619547,691.41925,14.575117,1.3450046,2.0444298,,,16959,,,,VARIABLE,75.27586405695563,9.637282839538791,False,False,0,True,False,False,True,False,False,True,False,4695.583,4.5645,-2.4934,267.4771,1.5652,0.8652,0.3708418614866949,0.12094949181523218,True,2MASS J19390691+4151476,15.606,3662,82,-91,PHO2,4.827,0.055,-0.045,PHO2,-0.2,0.1,-0.1,PHO2,0.427,0.04,-0.055,0.447,0.043,-0.058,DSEP,0,0,0,13.334,12.609,12.443,none,-0.02234654998779284,6452389.0,3677.0,4.8,0.4185,19.673,0.019,8658.26,1.153,0.6444,1.0,---,1.0,0.008431089801781035
383,6460812,296.86328,41.875858,2076958085978239232,1445507678,296.8633002910115,41.875585371938506,6.662295258395399,0.049605127,134.3066,-0.10863593483150957,0.054630257,-51.074760110336456,0.061298218,31,,,0,0,2.0853972,1351.4563,15.597278,172.00493,17.016039,845.53107,14.40567,1.4577253,2.6103687,20.90334,5.387281,7,2.6268978,,,NOT_AVAILABLE,76.03905716890016,8.280307663475982,False,False,0,True,False,False,False,False,True,True,False,3521.9946,4.7568,0.0366,143.4379,0.5823,0.3678,0.9829669898734023,0.17358799351983706,True,2MASS J19472718+4152331,15.593,3673,132,-132,KIC0,4.691,0.08,-0.02,KIC0,0.56,0.05,-0.3,KIC0,0.56,0.032,-0.081,0.561,0.04,-0.069,DSEP,0,0,0,12.78,12.183,11.947,none,0.004277641296386747,,,,,,,,,,,,,0.0067077983316242255
384,6469920,298.90219,41.845631,2075373934551764480,373914511,298.9021838170751,41.845700786214906,,,,,,,,3,,,67,6,,120.32284,16.254055,236.15593,16.796001,608.6801,14.744058,2.1315036,2.0519438,,,16959,,,,VARIABLE,76.77576304608529,6.9486003000981835,False,False,0,True,False,False,True,False,False,False,False,,,,,,,0.2517769697094597,0.2517769697094597,False,2MASS J19553652+4150442,15.777,3645,82,-91,PHO2,4.834,0.055,-0.045,PHO2,-0.2,0.1,-0.1,PHO2,0.419,0.04,-0.055,0.438,0.039,-0.058,DSEP,0,0,0,13.479,12.773,12.571,none,0.47705502319336013,6469920.0,3651.0,4.83,0.4089,17.158,0.161,8498.31,1.141,0.6235,1.0,---,1.0,0.004106417339228154
385,6500181,283.16885,41.93494,2104534426016117632,306427673,283.1688807478831,41.93492775007839,2.3701848043675593,0.08961312,26.449083,-0.3966970410432973,0.10292582,-9.17925348384328,0.11347418,95,1.3160473,0.02276143,10,0,2.1649365,530.7657,16.807674,95.39539,17.855455,141.93277,15.57048,1.5917803,2.284975,,,16959,,,,NOT_AVAILABLE,71.66134172989483,17.52683630349345,False,False,0,True,False,False,False,False,False,True,False,,,,,,,0.09340988412730139,0.13574807965262298,True,2MASS J18524052+4156057,16.684,3430,41,-41,PHO2,4.937,0.044,-0.032,PHO2,-0.1,0.1,-0.1,PHO2,0.313,0.034,-0.034,0.31,0.041,-0.037,DSEP,0,0,0,14.088,13.405,13.209,none,0.12367440795898332,,,,,,,,,,,,,
386,6502294,284.12137,41.914509,2104121421962732032,1414128723,284.1214606274423,41.9145988848137,2.4135337726548385,0.14086713,17.133408,12.231589262546677,0.16093025,20.721804635863048,0.1663052,95,1.2359642,0.037072983,0,0,4.0042486,758.32074,15.555706,223.25938,16.593521,921.84686,14.488975,1.40319,2.1045465,-52.983818,5.6471157,20,4.4293756,,,NOT_AVAILABLE,71.91131972754523,16.859233174962508,False,False,0,True,False,False,False,False,True,True,False,3830.0864,4.4811,0.0044,318.7925,0.4338,0.2485,0.4045379696210596,0.04774668200726968,True,2MASS J18562912+4154522,15.562,3638,58,-65,PHO2,4.818,0.04,-0.036,PHO2,-0.1,0.1,-0.1,PHO2,0.44,0.03,-0.046,0.462,0.029,-0.047,DSEP,0,0,0,13.17,12.488,12.308,none,-0.006293975830077514,6502294.0,3628.0,4.83,0.4004,34.658,2.113,8047.61,0.923,0.5445,1.0,---,1.0,
387,6503104,284.48346,41.900299,2104112625868615296,1183893930,284.48340621206836,41.900229460487324,4.655728830600292,0.05435475,85.654495,-8.836671636614062,0.06558455,-10.558676846552917,0.0794541,31,,,0,0,2.6298442,1037.91,15.358752,337.19794,16.613382,940.21326,14.216157,1.4340882,2.3972254,-12.537116,5.1630816,20,4.8294835,,,NOT_AVAILABLE,72.0014486823706,16.60366311454326,False,False,0,True,False,False,False,False,True,True,False,3604.0383,4.401,-0.3236,227.9472,0.5011,0.3038,0.288865625608407,0.08144967711458292,True,2MASS J18575603+4154010,15.379,3407,60,-60,PHO2,4.923,0.066,-0.038,PHO2,0.0,0.1,-0.1,PHO2,0.324,0.043,-0.052,0.32,0.06,-0.06,DSEP,0,0,0,12.77,12.108,11.888,none,-0.02024774932861284,6503104.0,3403.0,4.91,0.3206,31.744,7.626,7817.06,0.658,0.4294,1.0,---,1.0,
